00501	NY	Holtsville
00544	NY	Holtsville
00601	PR	Adjuntas
00602	PR	Aguada
00603	PR	Aguadilla
00604	PR	Aguadilla
00605	PR	Aguadilla
00606	PR	Maricao
00610	PR	Anasco
00611	PR	Angeles
00612	PR	Arecibo
00613	PR	Arecibo
00614	PR	Arecibo
00616	PR	Bajadero
00617	PR	Barceloneta
00622	PR	Boqueron
00623	PR	Cabo Rojo
00624	PR	Penuelas
00627	PR	Camuy
00631	PR	Castaner
00636	PR	Rosario
00637	PR	Sabana Grande
00638	PR	Ciales
00641	PR	Utuado
00646	PR	Dorado
00647	PR	Ensenada
00650	PR	Florida
00652	PR	Garrochales
00653	PR	Guanica
00656	PR	Guayanilla
00659	PR	Hatillo
00660	PR	Hormigueros
00662	PR	Isabela
00664	PR	Jayuya
00667	PR	Lajas
00669	PR	Lares
00670	PR	Las Marias
00674	PR	Manati
00676	PR	Moca
00677	PR	Rincon
00678	PR	Quebradillas
00680	PR	Mayaguez
00681	PR	Mayaguez
00682	PR	Mayaguez
00683	PR	San German
00685	PR	San Sebastian
00687	PR	Morovis
00688	PR	Sabana Hoyos
00690	PR	San Antonio
00692	PR	Vega Alta
00693	PR	Vega Baja
00694	PR	Vega Baja
00698	PR	Yauco
00703	PR	Aguas Buenas
00704	PR	Aguirre
00705	PR	Aibonito
00707	PR	Maunabo
00714	PR	Arroyo
00715	PR	Mercedita
00716	PR	Ponce
00717	PR	Ponce
00718	PR	Naguabo
00719	PR	Naranjito
00720	PR	Orocovis
00721	PR	Palmer
00723	PR	Patillas
00725	PR	Caguas
00726	PR	Caguas
00727	PR	Caguas
00728	PR	Ponce
00729	PR	Canovanas
00730	PR	Ponce
00731	PR	Ponce
00732	PR	Ponce
00733	PR	Ponce
00734	PR	Ponce
00735	PR	Ceiba
00736	PR	Cayey
00737	PR	Cayey
00738	PR	Fajardo
00739	PR	Cidra
00740	PR	Puerto Real
00741	PR	Punta Santiago
00742	PR	Roosevelt Roads
00744	PR	Rio Blanco
00745	PR	Rio Grande
00751	PR	Salinas
00754	PR	San Lorenzo
00757	PR	Santa Isabel
00765	PR	Vieques
00766	PR	Villalba
00767	PR	Yabucoa
